HoCoNum,HoCoName,ProvName,DBAName,StateFIPS,Pop_Served
150256,EarthLink,"DeltaCom, Inc",EarthLink Business,28,1115529
150256,EarthLink,Earthlink,Earthlink,44,1043600
150256,EarthLink,"EarthLink, Inc.",EarthLink Business,41,1812313
150256,EarthLink,New Edge Holding Company,"New Edge Network, Inc",24,28458
220023,"East Allen High Speed Internet, LLC","East Allen High Speed Internet, LLC","East Allen High Speed Internet, LLC",18,42999
130433,East Buchanan Telephone Cooperative,East Buchanan Telephone Cooperative,East Buchanan Telephone Cooperative,19,3318
900917,East Central VT Community Fiber Network,East Central VT Community Fiber Network,EC Fiber,50,1920
240033,"East Cleveland Cable TV & Communications, LLC","East Cleveland Cable TV and Communications, LLC","East Cleveland Cable TV and Communications, LLC",39,16235
160118,Eastern Cable Corporation,Eastern Cable Corporation,Eastern Cable Corp,21,5160
130437,"Eastern Indiana WIFI, Inc.",Eastern Indiana Wifi Inc.,Eastern Indiana Wifi Inc.,18,37103
190130,"Eastern Oregon Net, Inc.","Eastern Oregon Net, Inc.",EONI.com,41,42621
220079,"Eastern Oregon Telecom, LLC",Eastern Oregon Telecom,Eastern Oregon Telecom,41,58284
130439,"Eastern Slope Rural Telephone Association, Inc.","Eastern Slope Rural Telephone Association,  Inc.","Eastern Slope Rural Telephone Association,  Inc.",08,12585
130440,"Eastex Telephone Cooperative, Inc.","Eastex Telephone Cooperative, Inc.","Eastex Telephone Cooperative, Inc.",48,101159
130434,"East Kentucky Network, LLC","East Kentucky Network, LLC",Appalachian Wireless,21,274337
901021,Eastland Internet Inc,Eastland Internet Inc,TXOL Internet Inc,48,17900
900657,"Eastlight, LC","Eastlight, LC",Natel,19,14839
190131,Easton Utilities Commission,Easton Utilities Commission,Easton Utilities Commission,24,25031
900830,East Texas Broadband,East Texas Broadband,East Texas Broadband,48,24022
901020,East Texas Cable,East Texas Cable,East Texas Cable,48,6072
150257,East Texas DSL,East Texas DSL,East Texas DSL,48,148322
900831,East Texas WiFi,East Texas WiFi,East Texas WiFi,48,90937
130432,"EATEL Corp., Inc.",EatelCorp Inc,East Ascension Telephone Company LLC,22,112769
130432,"EATEL Corp., Inc.","SJI, LLC",Vision Communications,22,25620
130432,"EATEL Corp., Inc.","Vision Communications, LLC",Vision Communications,22,58355
902023,Echo Wireless LLC,Echo Wireless LLC,Echo Wireless LLC,18,17756
160116,"ECSIS.NET, LLC",ECSIS.NET,Electronic Communication Systems,47,57135
900123,"ECTISP, INC.","ECTISP, Inc.","ECTISP, Inc.",48,134224
210095,Edgar Rental Corporation,Erc Communications,Superior Inet,31,17378
901022,Egan Technology Services,Egan Technology Services,Egan Technology Services,21,328
130444,Egyptian Telephone Cooperative Association,Egyptian Internet Service,Egyptian Internet Service,17,7082
130444,Egyptian Telephone Cooperative Association,Egyptian Telephone Cooperative,Egyptian Telephone Cooperative,17,48756
900452,Ekco Wireless,Ekco Wireless,Illini Wireless,17,24927
900124,Electric Plant Board of Russellville Ky,Electric Plant Board of Russellville Ky,EPBNET,21,17797
130446,"Electric Plant Board of the City of Glasgow, KY",Glasgow Electric Plant Board,Glasgow Electric Plant Board,21,20853
190134,Electric Power Board,EPB Chattanooga,EPB,47,335513
200066,"Electronic Solutions, Inc.","Electronic Solutions, Inc.","Electronic Solutions, Inc.",37,20067
900019,Electronics Service Company of Hamlet LLC,Electronics Service Company of Hamlet LLC,Electronics Service Co,37,134284
900019,Electronics Service Company of Hamlet LLC,Electronics Service Company of Hamlet LLC,Electronics Service Company,45,33898
220022,Elevated Access LLC,Elevated Access LLC,Elevated Access LLC,08,26505
902068,Elgin TV Association,Elgin TV Association,"Elgin TV Association, Inc.",41,1944
130448,Ellerbe Telephone Company,Ellerbe Telephone Company,Ellerbe Telephone Company,37,5119
150258,Ellijay Telephone Company,Ellijay Telephone Company,ETC,47,4429
150258,Ellijay Telephone Company,Ellijay Telephone Company,ETC Communications LLC,13,76953
130449,Ellington Telephone Company,Ellington Telephone Company,Ellington Telephone Company,29,3481
130450,Ellsworth Cooperative Telephone Association,Ellsworth Cooperative Telephone Association,Ellsworth Cooperative Telephone Association,19,1387
130453,Emery Telcom,"Carbon Emery Telcom, Inc.","Carbon Emery Telcom, Inc.",49,29838
130453,Emery Telcom,Emery Telecommunications and Video,Emery Telecommunications and Video,49,273
130453,Emery Telcom,"Emery Telecommunications and Video, LLC","Emery Telecommunications and Video, LLC",49,286
130453,Emery Telcom,Emery Telephone,Emery Telcom,49,18323
130453,Emery Telcom,Emery Telephone,Emery Telephone,49,195
130453,Emery Telcom,Hanksville Telcom Inc.,Hanksville Telcom Inc.,49,249
130454,Emily Cooperative Telephone Company,Emily Cooperative Telephone Company,Emily Cooperative Telephone Company,27,1824
130455,Empire Telephone Corporation-North Penn Telephone Company,Empire Telephone Corp.,Empire Telephone Corp.,36,15534
130455,Empire Telephone Corporation-North Penn Telephone Company,North Penn,North Penn,42,11941
900581,Encore Business Systems Inc,Encore Business Systems Inc.,California Broadband Services,06,896875
900607,"Endless Journey, Inc.","Endless Journey, Inc.",Endless Journey Internet,26,20727
900320,"Enet Internet Services, LLC","Enet Internet Services, LLC",Enet Internet,48,69541
130458,"ENMR Telephone Cooperative, Inc.",ENMR Telephone Cooperative Inc.,"Plateau Telecommunications, Inc.",48,1691
130458,"ENMR Telephone Cooperative, Inc.","Plateau Telecommunications, Inc.",ENMR Telephone Cooperative,35,188645
900511,Enterpoint Wireless,Enterpoint Wireless,Enterpoint Wireless,27,26806
130459,"En-Touch Systems, Inc.","ETS Cablevision Co., Inc.","En-Touch Systems, Inc.",48,122538
270035,"EOS, Inc.",EOS Inc.,Springnet1,17,217016
130460,Epic Touch Company,"Elkhart Telephone Company, Inc.","Epic Touch Company, Inc.",20,2348
130460,Epic Touch Company,Epic Touch Company,"Elkhart Telephone Co., Inc",40,125
900543,"Epproach Communications, LLC","Epproach Communications, LLC","Epproach Communications, LLC",37,457
900457,"ERF Wireless, Inc.","ERF Wireless, Inc.",ERF Wireless,48,1724050
130427,"E. Ritter Communications Holdings, Inc.",E. Ritter Telephone Company,Ritter Communications,05,40347
130427,"E. Ritter Communications Holdings, Inc.",Millington CATV,XIPLINE Broadband Internet,47,48771
130427,"E. Ritter Communications Holdings, Inc.",Millington Telephone Company,BigRiver.net,47,63070
130427,"E. Ritter Communications Holdings, Inc.",Ritter Cable Corp,Ritter Communications,05,76452
130427,"E. Ritter Communications Holdings, Inc.",TriCounty Telephone Company,Ritter Communications,05,13186
900126,E-Sedona,E-Sedona,E-Sedona,04,49635
900918,Essex Telcom Inc,"T6 Wireless, Inc.",T6 Broadband,55,208331
150260,"Estes Valley Networks, Inc.","Estes Valley Networks, Inc.","Estes Valley Networks, Inc.",08,8740
190141,Etan Industries,ETAN Industries,"CMA Communications, Inc.",32,18596
190141,Etan Industries,"Etan Industries, Inc.",CMA Communications,22,77835
190141,Etan Industries,"Etan Industries, Inc.",CMA Communications,48,111926
130464,"Etex Telephone Cooperative, Inc.","ETEX Communications, LP",Etex dot net,48,39871
130464,"Etex Telephone Cooperative, Inc.","ETEX Communications, LP",Etex Telecom,48,22714
900423,Etheric Networks Inc,"Etheric Networks, Inc.",Etheric Networks,06,1125272
901023,Evenlink,Evenlink,Evenlink,42,95396
160115,"E-Vergent.com, LLC","E-Vergent.com, LLC","E-Vergent.com, LLC",17,2077258
160115,"E-Vergent.com, LLC","E-Vergent.com, LLC",E-Vergent Wireless,55,190944
131394,Evertek Enterprises,Evertek Enterprises,"Evertek, Inc",19,196748
131394,Evertek Enterprises,Evertek Enterprises,"Evertek, Inc.",19,2173
131394,Evertek Enterprises,Evertek Enterprises,United Farmers Telephone,19,1108
131394,Evertek Enterprises,"Evertek Enterprises, Inc.","Evertek, Inc.",27,2960
902017,"Everywhere Wireless, LLC","Everywhere Wireless, LLC","Everywhere Wireless, LLC",17,3010433
270038,"Excel.Net, Inc.","Excel.Net, Inc.","Excel.Net, Inc.",55,125443
200019,"Express Dial Internet, Inc.","Express Dial Internet, Inc.",KWISP Wireless Internet Services,17,62256
900128,Extend America,Extend America,Extend America,38,103105
900717,EZ North,EZ North,Wireless LINC of NH and VT,33,3090
900919,"Ezznet, Inc.","Ezznet, Inc.",EzzNet,32,36154
140030,"Fail, Inc.",Chickamauga,Chickamauga Telephone Corporation,13,20929
140030,"Fail, Inc.","Fulton Telephone Company, Inc","Fulton Telephone Company, Inc",28,20510
140030,"Fail, Inc.",GulfPines Communications,GulfPines Communications,28,22979
140030,"Fail, Inc.","Mound Bayou Telephone and Communications, Inc","Mound Bayou Telephone and Communications, Inc",28,2321
900129,Fairnet LLC,Fairnet LLC,Fairnet LLC,18,227270
130471,"FairPoint Communications, Inc.",Berkshire Telephone Company,FairPoint Communications,36,10865
130471,"FairPoint Communications, Inc.","Big Sandy Telecom, Inc","Big Sandy Telecom, Inc",08,3286
130471,"FairPoint Communications, Inc.",Bluestem Telephone Company,FairPoint Communications,20,1778
130471,"FairPoint Communications, Inc.",Chautauqua & Erie Telephone Corporation,FairPoint Communications,36,18038
130471,"FairPoint Communications, Inc.",China Telephone Company,"FairPoint Communications, Inc.",23,7997
130471,"FairPoint Communications, Inc.",Chouteau Telephone Company,FairPoint Communications,40,7063
130471,"FairPoint Communications, Inc.",Columbine Telecom Company,FairPoint Communications,08,3161
130471,"FairPoint Communications, Inc.",Community Service Telephone Company,"FairPoint Communications, Inc.",23,22992
130471,"FairPoint Communications, Inc.",Ellensburg Telephone Company,FairPoint Communications,53,51688
130471,"FairPoint Communications, Inc.",FairPoint Communications,Bentleyville Communications Corporation,42,4913
130471,"FairPoint Communications, Inc.",FairPoint Communications,FairPoint Communications,16,12571
130471,"FairPoint Communications, Inc.",FairPoint Communications,FairPoint Communications,17,14358
130471,"FairPoint Communications, Inc.",FairPoint Communications,Marianna and Scenery Hill Telephone Company,42,6097
130471,"FairPoint Communications, Inc.",FairPoint Communications Inc.,FairPoint Communications,50,483549
130471,"FairPoint Communications, Inc.","FairPoint Communications Missouri, Inc.","FairPoint Communications, Inc.",29,30805
130471,"FairPoint Communications, Inc.",Fairpoint Kearney,Fairpoint Communications,29,21213
130471,"FairPoint Communications, Inc.","FairPoint Missouri, Inc.",FairPoint Communications,20,2208
130471,"FairPoint Communications, Inc.",FairPoint Vermont,FairPoint Vermont,50,9485
130471,"FairPoint Communications, Inc.",Fretel,FairPoint Communications,16,18032
130471,"FairPoint Communications, Inc.",Germantown Independent Telephone Company,FairPoint Communications,39,14547
130471,"FairPoint Communications, Inc.","GTC, Inc.",FairPoint Communications,01,3878
130471,"FairPoint Communications, Inc.","GTC, Inc.",FairPoint Communications (GTCOM),13,328
130471,"FairPoint Communications, Inc.","GTC, Inc.","Fairpoint Communications, Inc.",12,76205
130471,"FairPoint Communications, Inc.",Maine Telephone Company,"FairPoint Communications, Inc.",23,19019
130471,"FairPoint Communications, Inc.",Northern New England Telephone Operations LLC,"FairPoint Communications, Inc.",23,980938
130471,"FairPoint Communications, Inc.",Northern New England Telephone Operations LLC,"FairPoint Communications, Inc.",33,1173469
130471,"FairPoint Communications, Inc.",Northland Telephone Company of Maine,"FairPoint Communications, Inc.",23,34941
130471,"FairPoint Communications, Inc.",Northland Telephone Company of Maine Inc,"FairPoint Communications, Inc.",33,822
130471,"FairPoint Communications, Inc.",Orwell Telephone Company,FairPoint Communications,39,594
130471,"FairPoint Communications, Inc.",Peoples Mutual Telephone Company,FairPoint Communications,51,15509
130471,"FairPoint Communications, Inc.",Rural Link,FairPoint Communications,20,36304
130471,"FairPoint Communications, Inc.",Sidney Telephone Company,"FairPoint Communications, Inc.",23,3828
130471,"FairPoint Communications, Inc.",Standish Telephone Company,"FairPoint Communications, Inc.",23,16955
130471,"FairPoint Communications, Inc.","Sunflower Telephone Co., Inc.",FairPoint Communications,20,4899
130471,"FairPoint Communications, Inc.",Sunflower Telephone Company,FairPoint Communications,08,481
130471,"FairPoint Communications, Inc.",Taconic Telephone Corp.,FairPoint Communications,25,264
130471,"FairPoint Communications, Inc.",Taconic Telephone Corporation,FairPoint Communications,36,39575
130471,"FairPoint Communications, Inc.",The Columbus Grove Telephone Company,FairPoint Communications,39,3278
130471,"FairPoint Communications, Inc.",The Orwell Telephone Company,FairPoint Communications,39,17978
130471,"FairPoint Communications, Inc.","YCOM Networks, Inc.",FairPoint Communications,53,33314
190145,"Falcon Broadband, Inc.","Falcon Broadband, Inc","Falcon Broadband, Inc",08,17020
900920,Fallsnet,Northern Network Concepts,Fallsnet,27,13405
900767,Family View Cable,Family View Cable,Family View Cable,45,7047
140032,Farber Telephone Company,Farber Telephone Company,Farber Telephone Company,29,347
130475,Farmers Cooperative Telephone Company-Dysart,Farmers Cooperative Telephone Company,FCTC,19,2775
130476,Farmers Independent Telephone Company,Farmers Independent Telephone Company,Grantsburg Telcom,55,5270
130476,Farmers Independent Telephone Company,Farmers Telephone,Farmers Telephone,55,7579
130476,Farmers Independent Telephone Company,"The Farmers Telephone Company, LLC",TDS,55,8664
130472,Farmers & Merchants Mutual Telephone Company,Farmers & Merchants Mutual Telephone,Farmers & Merchants Mutual Telephone,19,38669
130477,Farmers Mutual Cooperative Telephone Company-Harlan,Farmers Mutual Cooperative Telephone Company,Farmers Mutual Cooperative Telephone Company,19,11063
130478,Farmers Mutual Cooperative Telephone Company-Moulton,"Farmers Mutual Cooperative Telephone Company of Moulton, IA","Farmers Mutual Cooperative Telephone Company of Moulton, IA",19,1216
130479,Farmers Mutual Telephone Company (ID),Farmers Mutual Telephone Company,Farmers Mutual Telephone Company,16,8429
130483,Farmers Mutual Telephone Company-Jessup,Farmers Mutual Telephone Company of Jesup Iowa,Farmers Mutual Telephone Company of Jesup Iowa,19,5093
130480,Farmers Mutual Telephone Company (MN & SD),Farmers Mutual Telephone Company,Farmers Mutual Telephone Company,27,6594
130484,Farmers Mutual Telephone Company-Nora Springs,Farmers Mutual Telephone Company,OmniTel Communications,19,57808
130482,"Farmers Mutual Telephone Company of Stanton, Iowa",Farmers Mutual Telephone,Farmers Mutual Telephone,19,2340
130482,"Farmers Mutual Telephone Company of Stanton, Iowa",Farmers Mutual Telephone Company,Farmers Mutual Telephone Company,19,1082
130482,"Farmers Mutual Telephone Company of Stanton, Iowa",Villisca Farmers Telephone Company,Villisca Farmers Telephone Company,19,2201
130481,Farmers Mutual Telephone Company (OH),Farmers Mutual Telephone,Bright.Net North,39,72541
130481,Farmers Mutual Telephone Company (OH),Farmers Mutual Telephone Company,Farmers Mutual Telephone Company,39,1190
130485,Farmers Mutual Telephone Cooperative,Farmers Mutual Telephone Cooperative,Farmers Mutual Telephone Cooperative,19,7048
130485,Farmers Mutual Telephone Cooperative,Shellsburg Cablevision,USA Communications,19,3764
130485,Farmers Mutual Telephone Cooperative,Shellsburg Cablevision Inc.,USA Communications,19,4119
130489,Farmers Telephone Company-Essex,Farmers Telephone Company,Heartland Net,19,26967
130487,"Farmers Telephone Company, Inc.",Farmers Telephone Company,Farmers Telephone Company,08,1495
260000,"Farmers Telephone Cooperative, Inc. (AL)",Farmers Cellular Telephone,FTC Wireless Internet,01,66485
260000,"Farmers Telephone Cooperative, Inc. (AL)","Farmers Telecommunications Cooperative, Inc.","Farmers Telecommunications Cooperative, Inc.",01,49589
260000,"Farmers Telephone Cooperative, Inc. (AL)",Farmers Telecommunications Corporation,Farmers Telecommunications Corporation,01,20512
130490,"Farmers Telephone Cooperative, Inc. (SC)",Farmers Telephone Cooperative,Farmers Telephone Cooperative,45,150652
130490,"Farmers Telephone Cooperative, Inc. (SC)","FTC Communications, LLC",FTC Wireless,45,220854
